rank,model_id,family,symbol,timeframe,side,lookback_bars,threshold,exit_threshold,min_hold_bars,cooldown_bars,filter_label,feature_backed,feature_train_coverage,feature_validation_coverage,feature_locked_oos_coverage,max_asof_feature_age_hours,leverage,allocation_fraction,notional_fraction,train_return,validation_return,locked_oos_return,train_mdd,validation_mdd,locked_oos_mdd,train_sharpe,validation_sharpe,locked_oos_sharpe,train_trade_event_count,validation_trade_event_count,locked_oos_trade_event_count,train_exposure_bar_count,validation_exposure_bar_count,locked_oos_exposure_bar_count,train_validation_return_ratio,train_minus_validation_return,train_return_per_turnover_proxy_bps,validation_return_per_turnover_proxy_bps,locked_oos_return_per_turnover_proxy_bps,train_dominant_sample_gate_pass,execution_efficiency_proxy_gate_pass,primary_10bps_promotion_gate_pass,paper_candidate_gate_pass,decision,ready_for_paper,ready_for_real,real_money_execution,replay_live_notional_parity,locked_oos_liquidation_count,locked_oos_account_wipeout_count,rejection_reasons
63,a30fb_voladj_trend_4h_ethusdt_lb6_z1p5_hold12_cool0_low_vol_q70_2p0x_0p15_b75785d3,volatility_adjusted_trend_persistence,ETHUSDT,4h,long_short,6,1.5,0.25,12,0,low_vol_q70,False,,,,,2.0,0.15,0.3,0.3292179275185043,0.09684120184945932,-0.05413825710073861,0.11610088988470024,0.10456571051135011,0.0756965859726828,1.7141799170041732,2.358105199147097,-3.554291114735976,197,58,27,1289,367,184,3.399564660817377,0.232376725669045,55.705233082657244,55.655863131873176,-66.83735444535631,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-66.837_not_above_10.000
64,a30fb_voladj_trend_4h_ethusdt_lb6_z1p5_hold12_cool0_low_vol_q70_3p0x_0p1_15a3d70f,volatility_adjusted_trend_persistence,ETHUSDT,4h,long_short,6,1.5,0.25,12,0,low_vol_q70,False,,,,,3.0,0.1,0.30000000000000004,0.32921792751850454,0.09684120184945932,-0.05413825710073861,0.11610088988470035,0.10456571051135011,0.0756965859726828,1.7141799170041732,2.3581051991470967,-3.5542911147359755,197,58,27,1289,367,184,3.3995646608173793,0.23237672566904521,55.70523308265727,55.65586313187317,-66.8373544453563,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-66.837_not_above_10.000
65,a30fb_voladj_trend_6h_solusdt_lb24_z1p0_hold12_cool2_none_3p0x_0p15_9da290b0,volatility_adjusted_trend_persistence,SOLUSDT,6h,long_short,24,1.0,0.25,12,2,none,False,,,,,3.0,0.15,0.44999999999999996,0.1448608120514301,0.09517348795415348,-0.0035219127810893758,0.22328300230294396,0.10613790191836758,0.06409486928976849,0.5862943355197975,1.5525275354989414,-0.07288943421205542,76,17,13,885,196,112,1.5220710637526678,0.04968732409727661,42.356962588137456,124.40978817536404,-6.020363728357908,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_trade_event_count_76_below_80;validation_trade_event_count_17_below_30;locked_oos_trade_event_count_13_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-6.020_not_above_10.000
66,a30fb_voladj_trend_4h_ethusdt_lb6_z1p5_hold12_cool2_low_vol_q70_3p0x_0p15_e99e3ffb,volatility_adjusted_trend_persistence,ETHUSDT,4h,long_short,6,1.5,0.25,12,2,low_vol_q70,False,,,,,3.0,0.15,0.44999999999999996,0.48047460534285635,0.11511382869298048,-0.08020974890116506,0.1858659317069553,0.15791401125146298,0.11137143114653725,1.656205140273983,1.929951831035349,-3.5287902595302114,193,58,27,1258,364,184,4.1739086502311356,0.3653607766498759,55.32234949255687,44.1049152080385,-66.01625423964204,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,validation_mdd_0.1579_above_0.12;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-66.016_not_above_10.000
67,a30fb_voladj_trend_4h_ethusdt_lb6_z1p5_hold12_cool0_none_3p0x_0p15_842ad312,volatility_adjusted_trend_persistence,ETHUSDT,4h,long_short,6,1.5,0.25,12,0,none,False,,,,,3.0,0.15,0.44999999999999996,0.49908394794657496,0.1187907199381677,-0.074728142605619,0.16591279739064924,0.16824304974101223,0.11166745283257917,1.6315252018310724,1.8642802509851366,-3.248024287102678,199,56,27,1391,377,188,4.201371523014217,0.38029322800840726,55.73243416488833,47.139174578637984,-61.50464411985103,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,validation_mdd_0.1682_above_0.12;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-61.505_not_above_10.000
68,a30fb_voladj_trend_4h_ethusdt_lb6_z1p5_hold12_cool0_adx15_3p0x_0p15_5dfd0236,volatility_adjusted_trend_persistence,ETHUSDT,4h,long_short,6,1.5,0.25,12,0,adx15,False,,,,,3.0,0.15,0.44999999999999996,0.4533290102358809,0.1187907199381677,-0.074728142605619,0.165912797390651,0.16824304974101223,0.11166745283257917,1.5127938289303882,1.8642802509851366,-3.248024287102678,199,56,27,1385,377,188,3.81619886193,0.3345382902977132,50.62300505146632,47.139174578637984,-61.50464411985103,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,validation_mdd_0.1682_above_0.12;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-61.505_not_above_10.000
69,a30fb_donchian_atr_1h_solusdt_lb24_atr0p5_hold12_3p0x_0p1_b69455a3,donchian_atr_volatility_breakout,SOLUSDT,1h,long_short,24,0.5,0.0,12,2,btc_regime_mid_exit,False,,,,,3.0,0.1,0.30000000000000004,0.10960286324365498,0.19146109096608188,-0.048604619620105316,0.18450103924969274,0.027608102526859968,0.057590797443774155,0.6793881386330831,4.704450008098592,-3.800899867378459,290,64,44,3543,904,473,0.5724550230577741,-0.0818582277224269,12.598030257891374,99.71931821150096,-36.821681530382804,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_return_below_validation_return;train_validation_return_ratio_0.5725_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-36.822_not_above_10.000
70,a30fb_donchian_atr_1h_solusdt_lb24_atr0p5_hold12_2p0x_0p15_992d7052,donchian_atr_volatility_breakout,SOLUSDT,1h,long_short,24,0.5,0.0,12,2,btc_regime_mid_exit,False,,,,,2.0,0.15,0.3,0.10960286324365431,0.19146109096608188,-0.04860461962010554,0.1845010392496933,0.027608102526859746,0.05759079744377438,0.6793881386330832,4.704450008098592,-3.800899867378459,290,64,44,3543,904,473,0.5724550230577706,-0.08185822772242757,12.5980302578913,99.71931821150099,-36.82168153038299,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_return_below_validation_return;train_validation_return_ratio_0.5725_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-36.822_not_above_10.000
71,a30fb_voladj_trend_6h_solusdt_lb6_z1p0_hold8_cool0_none_3p0x_0p15_e8c08a4c,volatility_adjusted_trend_persistence,SOLUSDT,6h,long_short,6,1.0,0.25,8,0,none,False,,,,,3.0,0.15,0.44999999999999996,0.20597040379023857,0.11385448732689984,-0.10058281048093476,0.1983529152974315,0.1344488000443369,0.14392527850877923,0.7339555280154925,1.6795713703761113,-4.312607402978534,213,54,31,1053,276,134,1.8090670699597007,0.09211591646333872,21.488826686514198,46.85369848843615,-72.10237310461274,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,validation_mdd_0.1344_above_0.12;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-72.102_not_above_10.000
72,a30fb_voladj_trend_1h_ethusdt_lb6_z1p5_hold8_cool2_low_vol_q70_3p0x_0p1_ae3cff79,volatility_adjusted_trend_persistence,ETHUSDT,1h,long_short,6,1.5,0.25,8,2,low_vol_q70,False,,,,,3.0,0.1,0.30000000000000004,0.11520201936596108,0.10694381219371829,-0.0120865157477692,0.1527267424045462,0.03507068742993691,0.03280581977622177,0.7952360964357419,2.8983433685315942,-0.94230446809184,979,239,123,4313,1053,526,1.077220056054144,0.008258207172242793,3.922438521142699,14.915454978203384,-3.275478522430677,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_3.922_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-3.275_not_above_10.000
73,a30fb_voladj_trend_1h_ethusdt_lb6_z1p5_hold8_cool2_low_vol_q70_2p0x_0p15_f80a1626,volatility_adjusted_trend_persistence,ETHUSDT,1h,long_short,6,1.5,0.25,8,2,low_vol_q70,False,,,,,2.0,0.15,0.3,0.1152020193659613,0.10694381219371785,-0.0120865157477692,0.15272674240454698,0.03507068742993735,0.03280581977622177,0.7952360964357421,2.8983433685315942,-0.9423044680918398,979,239,123,4313,1053,526,1.0772200560541507,0.008258207172243459,3.9224385211427073,14.915454978203325,-3.2754785224306775,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_3.922_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-3.275_not_above_10.000
74,a30fb_voladj_trend_1h_ethusdt_lb6_z1p5_hold8_cool2_none_3p0x_0p1_f05fbdff,volatility_adjusted_trend_persistence,ETHUSDT,1h,long_short,6,1.5,0.25,8,2,none,False,,,,,3.0,0.1,0.30000000000000004,0.24440690044603897,0.10712405897580823,-0.01396894371202817,0.14362852105994373,0.04377065348134246,0.03936587258200941,1.4161359121657966,2.674165668552854,-1.0906416790602786,963,229,117,4785,1158,578,2.2815313645017246,0.13728284147023073,8.459913480305952,15.593021684979359,-3.979756043312868,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_8.460_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-3.980_not_above_10.000
75,a30fb_voladj_trend_1h_ethusdt_lb6_z1p5_hold8_cool2_none_2p0x_0p15_d7acaa38,volatility_adjusted_trend_persistence,ETHUSDT,1h,long_short,6,1.5,0.25,8,2,none,False,,,,,2.0,0.15,0.3,0.24440690044603874,0.10712405897580779,-0.01396894371202817,0.14362852105994384,0.04377065348134224,0.03936587258200941,1.4161359121657964,2.6741656685528534,-1.0906416790602784,963,229,117,4785,1158,578,2.2815313645017317,0.13728284147023095,8.459913480305946,15.5930216849793,-3.9797560433128685,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_8.460_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-3.980_not_above_10.000
76,a30fb_voladj_trend_4h_solusdt_lb6_z2p0_hold8_cool0_none_2p0x_0p15_7dbc5991,volatility_adjusted_trend_persistence,SOLUSDT,4h,long_short,6,2.0,0.25,8,0,none,False,,,,,2.0,0.15,0.3,0.1083989779368173,0.08078267045772569,-0.049992426846953486,0.15992624530685084,0.03990205491126397,0.055374075199844275,0.6398526203093051,2.1759186133151154,-3.3514171741010914,218,54,21,1109,293,109,1.3418593037666844,0.027616307479091606,16.574767268626502,49.865845961559074,-79.35305848722776,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-79.353_not_above_10.000
77,a30fb_voladj_trend_4h_solusdt_lb6_z2p0_hold8_cool0_none_3p0x_0p1_58353233,volatility_adjusted_trend_persistence,SOLUSDT,4h,long_short,6,2.0,0.25,8,0,none,False,,,,,3.0,0.1,0.30000000000000004,0.10839897793681708,0.08078267045772569,-0.049992426846953486,0.15992624530685084,0.03990205491126397,0.055374075199844275,0.6398526203093052,2.1759186133151163,-3.3514171741010914,218,54,21,1109,293,109,1.3418593037666817,0.027616307479091384,16.574767268626463,49.86584596155906,-79.35305848722774,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-79.353_not_above_10.000
78,a30fb_voladj_trend_4h_solusdt_lb6_z2p0_hold8_cool0_adx15_2p0x_0p15_35400822,volatility_adjusted_trend_persistence,SOLUSDT,4h,long_short,6,2.0,0.25,8,0,adx15,False,,,,,2.0,0.15,0.3,0.09563144659088052,0.08078267045772569,-0.049992426846953486,0.15746027378685923,0.03990205491126397,0.055374075199844275,0.5798604773770563,2.1759186133151154,-3.3514171741010914,216,54,21,1096,293,109,1.1838114047111792,0.014848776133154828,14.75793928871613,49.865845961559074,-79.35305848722776,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-79.353_not_above_10.000
79,a30fb_voladj_trend_4h_solusdt_lb6_z2p0_hold8_cool0_adx15_3p0x_0p1_96bbd1e8,volatility_adjusted_trend_persistence,SOLUSDT,4h,long_short,6,2.0,0.25,8,0,adx15,False,,,,,3.0,0.1,0.30000000000000004,0.09563144659087963,0.08078267045772569,-0.049992426846953486,0.15746027378685967,0.03990205491126397,0.055374075199844275,0.5798604773770564,2.1759186133151163,-3.3514171741010914,216,54,21,1096,293,109,1.183811404711168,0.01484877613315394,14.75793928871599,49.86584596155906,-79.35305848722774,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-79.353_not_above_10.000
80,a30fb_voladj_trend_4h_ethusdt_lb6_z2p0_hold8_cool2_low_vol_q70_3p0x_0p1_48e467da,volatility_adjusted_trend_persistence,ETHUSDT,4h,long_short,6,2.0,0.25,8,2,low_vol_q70,False,,,,,3.0,0.1,0.30000000000000004,0.10003419825425697,0.0961767361802337,-0.05268428624430688,0.09818223416319449,0.09038339899425041,0.06409149398258707,0.7957020221863745,2.5867126231520516,-3.9025934374565208,178,50,28,791,227,118,1.0401080575950763,0.0038574620740232657,18.732995927763476,64.1178241201558,-62.71938838607959,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-62.719_not_above_10.000
81,a30fb_voladj_trend_4h_ethusdt_lb6_z2p0_hold8_cool2_low_vol_q70_2p0x_0p15_3aba1b0f,volatility_adjusted_trend_persistence,ETHUSDT,4h,long_short,6,2.0,0.25,8,2,low_vol_q70,False,,,,,2.0,0.15,0.3,0.10003419825425763,0.09617673618023348,-0.05268428624430688,0.09818223416319449,0.09038339899425052,0.06409149398258707,0.7957020221863744,2.5867126231520516,-3.9025934374565208,178,50,28,791,227,118,1.0401080575950856,0.003857462074024154,18.732995927763604,64.11782412015565,-62.71938838607961,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-62.719_not_above_10.000
82,a30fb_voladj_trend_4h_bnbusdt_lb24_z1p5_hold12_cool0_adx20_low_vol_q75_3p0x_0p15_122f98fe,volatility_adjusted_trend_persistence,BNBUSDT,4h,long_short,24,1.5,0.25,12,0,adx20_low_vol_q75,False,,,,,3.0,0.15,0.44999999999999996,0.2350909206369498,0.06809682723104693,-0.023689455948140203,0.10206377302976699,0.047942561356834834,0.02573645829270499,1.6453786576197655,2.5095774714038037,-3.0047732895362453,69,20,6,499,164,39,3.4523035829452913,0.16699409340590288,75.71366204088561,75.66314136782992,-87.73872573385262,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_trade_event_count_69_below_80;validation_trade_event_count_20_below_30;locked_oos_trade_event_count_6_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-87.739_not_above_10.000
83,a30fb_voladj_trend_4h_bnbusdt_lb24_z1p5_hold12_cool2_adx20_low_vol_q75_3p0x_0p15_4fe8bbfc,volatility_adjusted_trend_persistence,BNBUSDT,4h,long_short,24,1.5,0.25,12,2,adx20_low_vol_q75,False,,,,,3.0,0.15,0.44999999999999996,0.2350909206369498,0.06809682723104693,-0.023689455948140203,0.10206377302976699,0.047942561356834834,0.02573645829270499,1.6453786576197655,2.5095774714038037,-3.0047732895362453,69,20,6,499,164,39,3.4523035829452913,0.16699409340590288,75.71366204088561,75.66314136782992,-87.73872573385262,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_trade_event_count_69_below_80;validation_trade_event_count_20_below_30;locked_oos_trade_event_count_6_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-87.739_not_above_10.000
84,a30fb_voladj_trend_4h_bnbusdt_lb6_z1p0_hold4_cool2_low_vol_q70_3p0x_0p15_e6291e56,volatility_adjusted_trend_persistence,BNBUSDT,4h,long_short,6,1.0,0.25,4,2,low_vol_q70,False,,,,,3.0,0.15,0.44999999999999996,0.125531604237326,0.09243889943179595,-0.06524526068878123,0.12621845976520585,0.03318180931356085,0.06922612133398443,0.8206540064555605,2.4352111020385125,-4.684425931693849,393,101,48,1006,268,122,1.3579954435734796,0.03309270480553006,7.098196451078656,20.338591734168528,-30.20613920776909,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_7.098_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-30.206_not_above_10.000
85,a30fb_voladj_trend_4h_bnbusdt_lb6_z1p0_hold12_cool0_low_vol_q70_3p0x_0p15_af03bde6,volatility_adjusted_trend_persistence,BNBUSDT,4h,long_short,6,1.0,0.25,12,0,low_vol_q70,False,,,,,3.0,0.15,0.44999999999999996,0.10329029805572376,0.13690765141468852,-0.05128692779311539,0.1432578405972591,0.06983311594576858,0.053259624730390365,0.5714865163216419,2.9565350273079978,-3.04698043515787,245,58,29,1568,387,192,0.7544523405990001,-0.03361735335896476,9.368734517525967,52.455038856202506,-39.30032781081639,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_return_below_validation_return;train_validation_return_ratio_0.7545_below_1.00;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_9.369_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-39.300_not_above_10.000
86,a30fb_voladj_trend_4h_ethusdt_lb6_z1p0_hold12_cool2_none_3p0x_0p1_6857fe86,volatility_adjusted_trend_persistence,ETHUSDT,4h,long_short,6,1.0,0.25,12,2,none,False,,,,,3.0,0.1,0.30000000000000004,0.2370544305434319,0.09024317636497647,-0.08831123184222045,0.11358970952309677,0.09930378317235933,0.10606463127480192,1.2177797443161762,2.1081123732377796,-5.469925895010041,231,59,32,1617,400,212,2.6268405002135222,0.14681125417845542,34.20698853440575,50.984845403941506,-91.99086650231295,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-91.991_not_above_10.000
87,a30fb_voladj_trend_4h_ethusdt_lb6_z1p0_hold12_cool2_none_2p0x_0p15_f729880e,volatility_adjusted_trend_persistence,ETHUSDT,4h,long_short,6,1.0,0.25,12,2,none,False,,,,,2.0,0.15,0.3,0.23705443054343167,0.09024317636497647,-0.08831123184222045,0.11358970952309688,0.09930378317235933,0.10606463127480192,1.2177797443161762,2.108112373237779,-5.469925895010042,231,59,32,1617,400,212,2.6268405002135196,0.1468112541784552,34.206988534405724,50.98484540394151,-91.99086650231297,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-91.991_not_above_10.000
88,a30fb_voladj_trend_4h_ethusdt_lb6_z1p0_hold12_cool2_adx15_2p0x_0p15_d5302f52,volatility_adjusted_trend_persistence,ETHUSDT,4h,long_short,6,1.0,0.25,12,2,adx15,False,,,,,2.0,0.15,0.3,0.23474225928887127,0.09024317636497647,-0.08831123184222045,0.10943871041270659,0.09930378317235933,0.10606463127480192,1.209683026061804,2.108112373237779,-5.469925895010042,231,59,32,1611,400,212,2.601218936925353,0.1444990829238948,33.87334188872601,50.98484540394151,-91.99086650231297,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-91.991_not_above_10.000
89,a30fb_voladj_trend_4h_ethusdt_lb6_z1p0_hold12_cool2_adx15_3p0x_0p1_45b1fe77,volatility_adjusted_trend_persistence,ETHUSDT,4h,long_short,6,1.0,0.25,12,2,adx15,False,,,,,3.0,0.1,0.30000000000000004,0.23474225928887105,0.09024317636497647,-0.08831123184222045,0.10943871041270681,0.09930378317235933,0.10606463127480192,1.209683026061804,2.1081123732377796,-5.469925895010041,231,59,32,1611,400,212,2.601218936925351,0.14449908292389457,33.873341888725975,50.984845403941506,-91.99086650231295,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-91.991_not_above_10.000
90,a30fb_voladj_trend_1h_ethusdt_lb6_z2p0_hold8_cool0_adx15_3p0x_0p1_8ef5eb09,volatility_adjusted_trend_persistence,ETHUSDT,1h,long_short,6,2.0,0.25,8,0,adx15,False,,,,,3.0,0.1,0.30000000000000004,0.10958653027520393,0.10028242515661723,-0.03177634454995559,0.13867848959994578,0.04221030311666263,0.042052920725695,0.7923106642417533,2.6879492088423547,-2.787469745829617,749,185,95,3713,919,465,1.0927790198936245,0.009304105118586703,4.877015143533774,18.068905433624725,-11.149594578931785,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_4.877_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-11.150_not_above_10.000
