model_id,model_kind,role,candidate_name,variant_name,leverage,allocation_fraction,round_trip_slippage_fee_bps,split,total_return,max_drawdown,sharpe,sortino,smart_sortino,calmar,return_mdd,trade_event_count,active_return_hours,liquidation_count,account_wipeout_count,minimum_margin_buffer,split_gate_pass,split_gate_reasons,locked_oos_deployable_gate_pass,locked_oos_deployable_gate_reasons,train_validation_score,filter_trade_count,trade_filter_params,candidate_universe_uses_locked_oos_bucket,regenerated_train_validation_only,promotability_scope,shadow_only,calendar_primary,primary_10bps_promotion_gate_pass,primary_10bps_promotion_gate_reasons,live_promotable_10bps
fresh_tv10_seed_alpha_zoo_conservative_exit_11p0x_0p1alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_conservative_exit,,11.0,0.1,10.0,validation,-0.007440059335485083,0.2737042321024769,0.31285699864407784,0.18477638083855263,0.14507008470368832,-0.10919398352213701,-0.027182843605792217,490,423,0,0,9216.156652868125,False,mdd_above_25pct;return_non_positive;calmar_non_positive,False,mdd_above_25pct;return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-154.80577942574126,,,False,True,live_candidate,False,False,False,liquidation_count_positive;locked_oos_calmar_non_positive;locked_oos_mdd_above_25pct;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive,False
fresh_tv10_seed_alpha_zoo_conservative_exit_11p0x_0p1alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_conservative_exit,,11.0,0.1,10.0,locked_oos,-0.26407139207561325,0.3507579187683503,-4.541178866625173,-2.9104753834465638,-2.1546979980694076,-2.5946466039964724,-0.7528593880442452,269,231,0,0,9354.101772138982,False,mdd_above_25pct;return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,False,mdd_above_25pct;return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-154.80577942574126,,,False,True,live_candidate,False,False,False,liquidation_count_positive;locked_oos_calmar_non_positive;locked_oos_mdd_above_25pct;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive,False
fresh_tv10_seed_alpha_zoo_conservative_exit_carry_forward_old_split_selected_6p0x_0p175alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_conservative_exit_carry_forward_old_split_selected,,6.0,0.175,10.0,train,-0.6407657890601621,0.805699866774022,-0.9801877724730838,-0.5516911083866465,-0.30552757882862985,-0.7952909209551605,-0.7952909209551605,2143,1813,0,0,8335.970432692307,False,mdd_above_25pct;return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,False,mdd_above_25pct;return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-153.58670773186736,,,False,True,live_candidate,False,False,False,locked_oos_calmar_non_positive;locked_oos_mdd_above_25pct;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive,False
fresh_tv10_seed_alpha_zoo_conservative_exit_carry_forward_old_split_selected_6p0x_0p175alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_conservative_exit_carry_forward_old_split_selected,,6.0,0.175,10.0,validation,-0.005055991303231644,0.26281845950348953,0.30898460370341047,0.18232497877081313,0.14437940576391245,-0.07756066856736599,-0.01923758062041496,490,423,0,0,9251.785895919576,False,mdd_above_25pct;return_non_positive;calmar_non_positive,False,mdd_above_25pct;return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-153.58670773186736,,,False,True,live_candidate,False,False,False,locked_oos_calmar_non_positive;locked_oos_mdd_above_25pct;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive,False
fresh_tv10_seed_alpha_zoo_conservative_exit_carry_forward_old_split_selected_6p0x_0p175alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_conservative_exit_carry_forward_old_split_selected,,6.0,0.175,10.0,locked_oos,-0.2533017709555432,0.33774671497084685,-4.542974225383517,-2.911198316065794,-2.176195451266152,-2.662416180566195,-0.7499755281925017,269,231,0,0,9383.460782496302,False,mdd_above_25pct;return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,False,mdd_above_25pct;return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-153.58670773186736,,,False,True,live_candidate,False,False,False,locked_oos_calmar_non_positive;locked_oos_mdd_above_25pct;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive,False
fresh_tv10_seed_alpha_zoo_conservative_exit_6p0x_0p175alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_conservative_exit,,6.0,0.175,10.0,train,-0.6407657890601621,0.805699866774022,-0.9801877724730838,-0.5516911083866465,-0.30552757882862985,-0.7952909209551605,-0.7952909209551605,2143,1813,0,0,8335.970432692307,False,mdd_above_25pct;return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,False,mdd_above_25pct;return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-153.58670773186736,,,False,True,live_candidate,False,False,False,locked_oos_calmar_non_positive;locked_oos_mdd_above_25pct;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive,False
fresh_tv10_seed_alpha_zoo_conservative_exit_6p0x_0p175alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_conservative_exit,,6.0,0.175,10.0,validation,-0.005055991303231644,0.26281845950348953,0.30898460370341047,0.18232497877081313,0.14437940576391245,-0.07756066856736599,-0.01923758062041496,490,423,0,0,9251.785895919576,False,mdd_above_25pct;return_non_positive;calmar_non_positive,False,mdd_above_25pct;return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-153.58670773186736,,,False,True,live_candidate,False,False,False,locked_oos_calmar_non_positive;locked_oos_mdd_above_25pct;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive,False
fresh_tv10_seed_alpha_zoo_conservative_exit_6p0x_0p175alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_conservative_exit,,6.0,0.175,10.0,locked_oos,-0.2533017709555432,0.33774671497084685,-4.542974225383517,-2.911198316065794,-2.176195451266152,-2.662416180566195,-0.7499755281925017,269,231,0,0,9383.460782496302,False,mdd_above_25pct;return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,False,mdd_above_25pct;return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-153.58670773186736,,,False,True,live_candidate,False,False,False,locked_oos_calmar_non_positive;locked_oos_mdd_above_25pct;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive,False
fresh_tv10_seed_alpha_zoo_conservative_exit_carry_forward_old_split_selected_7p0x_0p15alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_conservative_exit_carry_forward_old_split_selected,,7.0,0.15,10.0,train,-0.7316845451422291,0.830687689358067,-1.2666929512091427,-0.6686019006636669,-0.3652189854939774,-0.8808178506986846,-0.8808178506986846,2143,1813,2,0,8335.970432692307,False,mdd_above_25pct;return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive;strict_zero_liquidation_count_positive,False,mdd_above_25pct;return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-154.0702781569442,,,False,True,live_candidate,False,False,False,liquidation_count_positive;locked_oos_calmar_non_positive;locked_oos_mdd_above_25pct;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive,False
fresh_tv10_seed_alpha_zoo_conservative_exit_carry_forward_old_split_selected_7p0x_0p15alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_conservative_exit_carry_forward_old_split_selected,,7.0,0.15,10.0,validation,-0.005055991303230201,0.2628184595034896,0.30898460370341485,0.1823249787708158,0.14437940576391453,-0.077560668567344,-0.019237580620409464,490,423,0,0,9251.785895919576,False,mdd_above_25pct;return_non_positive;calmar_non_positive,False,mdd_above_25pct;return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-154.0702781569442,,,False,True,live_candidate,False,False,False,liquidation_count_positive;locked_oos_calmar_non_positive;locked_oos_mdd_above_25pct;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive,False
fresh_tv10_seed_alpha_zoo_conservative_exit_carry_forward_old_split_selected_7p0x_0p15alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_conservative_exit_carry_forward_old_split_selected,,7.0,0.15,10.0,locked_oos,-0.2533017709555432,0.33774671497084685,-4.542974225383517,-2.911198316065794,-2.176195451266152,-2.662416180566195,-0.7499755281925017,269,231,0,0,9383.460782496302,False,mdd_above_25pct;return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,False,mdd_above_25pct;return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-154.0702781569442,,,False,True,live_candidate,False,False,False,liquidation_count_positive;locked_oos_calmar_non_positive;locked_oos_mdd_above_25pct;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive,False
fresh_tv10_seed_alpha_zoo_conservative_exit_7p0x_0p15alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_conservative_exit,,7.0,0.15,10.0,train,-0.7316845451422291,0.830687689358067,-1.2666929512091427,-0.6686019006636669,-0.3652189854939774,-0.8808178506986846,-0.8808178506986846,2143,1813,2,0,8335.970432692307,False,mdd_above_25pct;return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive;strict_zero_liquidation_count_positive,False,mdd_above_25pct;return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-154.0702781569442,,,False,True,live_candidate,False,False,False,liquidation_count_positive;locked_oos_calmar_non_positive;locked_oos_mdd_above_25pct;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive,False
fresh_tv10_seed_alpha_zoo_conservative_exit_7p0x_0p15alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_conservative_exit,,7.0,0.15,10.0,validation,-0.005055991303230201,0.2628184595034896,0.30898460370341485,0.1823249787708158,0.14437940576391453,-0.077560668567344,-0.019237580620409464,490,423,0,0,9251.785895919576,False,mdd_above_25pct;return_non_positive;calmar_non_positive,False,mdd_above_25pct;return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-154.0702781569442,,,False,True,live_candidate,False,False,False,liquidation_count_positive;locked_oos_calmar_non_positive;locked_oos_mdd_above_25pct;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive,False
fresh_tv10_seed_alpha_zoo_conservative_exit_7p0x_0p15alloc,individual_seed,fresh_train_validation_10bps_retune,alpha_zoo_conservative_exit,,7.0,0.15,10.0,locked_oos,-0.2533017709555432,0.33774671497084685,-4.542974225383517,-2.911198316065794,-2.176195451266152,-2.662416180566195,-0.7499755281925017,269,231,0,0,9383.460782496302,False,mdd_above_25pct;return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,False,mdd_above_25pct;return_non_positive;sharpe_non_positive;sortino_non_positive;smart_sortino_non_positive;calmar_non_positive,-154.0702781569442,,,False,True,live_candidate,False,False,False,liquidation_count_positive;locked_oos_calmar_non_positive;locked_oos_mdd_above_25pct;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_return_non_positive;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_locked_oos;train_total_return_not_above_validation;validation_calmar_non_positive;validation_return_non_positive,False
