rank,model_id,family,symbol,timeframe,side,lookback_bars,threshold,exit_threshold,min_hold_bars,leverage,allocation_fraction,notional_fraction,train_return,validation_return,locked_oos_return,train_mdd,validation_mdd,locked_oos_mdd,train_sharpe,validation_sharpe,locked_oos_sharpe,train_trade_event_count,validation_trade_event_count,locked_oos_trade_event_count,train_exposure_bar_count,validation_exposure_bar_count,locked_oos_exposure_bar_count,train_validation_return_ratio,train_minus_validation_return,train_return_per_turnover_proxy_bps,validation_return_per_turnover_proxy_bps,locked_oos_return_per_turnover_proxy_bps,train_dominant_sample_gate_pass,execution_efficiency_proxy_gate_pass,paper_candidate_gate_pass,decision,ready_for_paper,ready_for_real,real_money_execution,locked_oos_liquidation_count,locked_oos_account_wipeout_count,rejection_reasons
11,divtd_funding_carry_momentum_4h_dogeusdt_lb6_2e-05_4p0x_0p1_23f1a9ac,funding_carry_momentum,DOGEUSDT,4h,long_short,6,2e-05,0.0,0,4.0,0.1,0.4,0.47331895323118034,0.20268381318801953,0.0,0.12418063420334824,0.045269437274835234,0.0,1.7551187621792848,5.433300269688919,0.0,362,58,0,795,139,0,2.3352577879127736,0.2706351400431608,32.687773013203056,87.36371258104289,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
12,divtd_debounced_hysteresis_trend_1h_xrpusdt_long_short_lb6_e0p02_x0p005_hold24_4p0x_0p1_c065b909,debounced_momentum_hysteresis,XRPUSDT,1h,long_short,6,0.02,0.005,24,4.0,0.1,0.4,0.2795519224329359,0.2122122213775759,0.0,0.23131712692018247,0.07044998456310236,0.0,0.9743112556678464,4.02118157150122,0.0,426,81,0,5756,1158,0,1.317322445513384,0.06733970105536002,16.405629250759148,65.49759919060985,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
13,divtd_debounced_hysteresis_trend_1h_dogeusdt_long_short_lb12_e0p02_x0p005_hold12_3p0x_0p15_ee8cf63f,debounced_momentum_hysteresis,DOGEUSDT,1h,long_short,12,0.02,0.005,12,3.0,0.15,0.44999999999999996,0.37109240595718584,0.20884315567565603,0.0,0.19428262757844028,0.06416247924405372,0.0,1.0146247039949083,3.516291394942989,0.0,721,116,0,6471,1054,0,1.776895224344872,0.1622492502815298,11.437583786629245,40.00826737081534,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
14,divtd_debounced_hysteresis_trend_2h_dogeusdt_short_only_lb6_e0p02_x0p005_hold24_4p0x_0p1_021a6ccc,debounced_momentum_hysteresis,DOGEUSDT,2h,short_only,6,0.02,0.005,24,4.0,0.1,0.4,0.44841878776900557,0.19988878567308532,0.0,0.18066380378940916,0.04685350780118647,0.0,1.3781217338818499,4.4605425527960145,0.0,209,37,0,2770,458,0,2.2433413973627654,0.24853000209592024,53.638610977153775,135.05999031965223,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
15,divtd_funding_carry_momentum_1h_dogeusdt_lb6_2e-05_4p0x_0p1_8374f051,funding_carry_momentum,DOGEUSDT,1h,long_short,6,2e-05,0.0,0,4.0,0.1,0.4,0.42890108906383695,0.19021274422050038,0.0,0.18232210283886718,0.03772671547723794,0.0,1.6057466505336155,5.437422065406868,0.0,1134,176,0,3304,547,0,2.2548493836282693,0.23868834484333656,9.455491381477886,27.01885571313926,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_9.455_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
16,divtd_debounced_hysteresis_trend_2h_dogeusdt_long_short_lb6_e0p02_x0p005_hold6_3p0x_0p15_0fa78e64,debounced_momentum_hysteresis,DOGEUSDT,2h,long_short,6,0.02,0.005,6,3.0,0.15,0.44999999999999996,0.21296717938991838,0.2008705322334039,0.0,0.16354367217048382,0.06728762091068752,0.0,0.7073703366611607,3.4495733497310375,0.0,653,102,0,3004,465,0,1.0602211136796245,0.012096647156514484,7.247479305425163,43.76264318810543,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_7.247_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
17,divtd_hysteresis_trend_2h_dogeusdt_long_short_lb6_e0p01_x0p0_3p0x_0p15_076efbb8,stateful_momentum_hysteresis,DOGEUSDT,2h,long_short,6,0.01,0.0,0,3.0,0.15,0.44999999999999996,0.40569298598201065,0.20323656237881127,0.0,0.20741191766302947,0.08117567271199944,0.0,1.079817604509994,3.3555034412388314,0.0,840,147,0,3515,565,0,1.9961614250581654,0.20245642360319938,10.73261867677277,30.723592196343358,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
18,divtd_debounced_hysteresis_trend_1h_solusdt_long_short_lb6_e0p02_x0p005_hold12_4p0x_0p1_225aa24a,debounced_momentum_hysteresis,SOLUSDT,1h,long_short,6,0.02,0.005,12,4.0,0.1,0.4,0.25227471650458044,0.19080951721840966,-0.05530580754676684,0.24781956032350427,0.05727599519130766,0.06484815427137502,0.920466697382408,3.1210059603183717,-3.458583134030848,701,156,63,5230,1131,399,1.3221285823799596,0.06146519928617078,8.996958505869488,30.57844827218103,-21.946749026494775,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_8.997_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-21.947_not_above_10.000
19,divtd_debounced_hysteresis_trend_1h_dogeusdt_long_short_lb6_e0p02_x0p005_hold6_3p0x_0p1_a2802450,debounced_momentum_hysteresis,DOGEUSDT,1h,long_short,6,0.02,0.005,6,3.0,0.1,0.30000000000000004,0.18726577344156015,0.18675944539114941,0.0,0.13792092387838717,0.046913366013509594,0.0,0.890177630858349,5.308518151394656,0.0,1053,157,0,4471,700,0,1.0027111241916054,0.0005063280504107315,5.92800802284141,39.651686919564625,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_5.928_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
20,divtd_debounced_hysteresis_trend_1h_dogeusdt_long_short_lb12_e0p02_x0p005_hold12_4p0x_0p1_391caa84,debounced_momentum_hysteresis,DOGEUSDT,1h,long_short,12,0.02,0.005,12,4.0,0.1,0.4,0.3334484791325836,0.18467176455906942,0.0,0.17290385694763932,0.057152499521159195,0.0,1.0146247039949086,3.5162913949429906,0.0,721,116,0,6471,1054,0,1.8056278388238727,0.14877671457351416,11.562013839548667,39.79994925842013,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
21,divtd_debounced_hysteresis_trend_2h_ethusdt_long_short_lb6_e0p02_x0p005_hold24_3p0x_0p15_9e389702,debounced_momentum_hysteresis,ETHUSDT,2h,long_short,6,0.02,0.005,24,3.0,0.15,0.44999999999999996,0.4327375515367826,0.19096584465519206,-0.08927761000030554,0.15264915890424646,0.08140245174798644,0.13877318172575925,1.355099537744273,2.624386577520002,-4.145689981619163,240,58,31,3382,816,383,2.266046854180304,0.24177170688159055,40.068291808961355,73.16699028934562,-63.99828673857028,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-63.998_not_above_10.000
22,divtd_debounced_hysteresis_trend_1h_dogeusdt_long_short_lb6_e0p02_x0p005_hold12_3p0x_0p1_d9a3838d,debounced_momentum_hysteresis,DOGEUSDT,1h,long_short,6,0.02,0.005,12,3.0,0.1,0.30000000000000004,0.6069336272915409,0.18202548884864322,0.0,0.19924733916243054,0.061869925794187486,0.0,2.1014621478512554,4.833112597266286,0.0,739,122,0,5570,905,0,3.3343331811964796,0.42490813844289765,27.376347645085286,49.7337401225801,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
23,divtd_debounced_hysteresis_trend_2h_dogeusdt_long_short_lb6_e0p02_x0p005_hold6_4p0x_0p1_3a09c30a,debounced_momentum_hysteresis,DOGEUSDT,2h,long_short,6,0.02,0.005,6,4.0,0.1,0.4,0.19511998078943882,0.1776922164723509,0.0,0.14498068945758158,0.059931996133122944,0.0,0.7073703366611608,3.449573349731037,0.0,653,102,0,3004,465,0,1.0980783776750271,0.017427764317087924,7.470137089947888,43.55201384126247,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_7.470_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
24,divtd_debounced_hysteresis_trend_1h_ethusdt_short_only_lb6_e0p02_x0p005_hold24_3p0x_0p15_5bb4d7aa,debounced_momentum_hysteresis,ETHUSDT,1h,short_only,6,0.02,0.005,24,3.0,0.15,0.44999999999999996,0.20879741116130557,0.18111973536986725,-0.017900106497674595,0.22423268225286253,0.06894785055860142,0.0471816526752693,0.9317540725017052,3.19751193401379,-1.1769841912085166,284,68,28,3613,883,351,1.1528142459733466,0.027677675791438316,16.337825599476183,59.18945600322459,-14.206433728313172,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-14.206_not_above_10.000
25,divtd_hysteresis_trend_2h_dogeusdt_long_short_lb6_e0p01_x0p0_4p0x_0p1_a010cbce,stateful_momentum_hysteresis,DOGEUSDT,2h,long_short,6,0.01,0.0,0,4.0,0.1,0.4,0.36323891776635775,0.1798424332471913,0.0,0.18630732479345824,0.07232505157611002,0.0,1.0798176045099952,3.355503441238832,0.0,840,147,0,3515,565,0,2.0197620283923214,0.18339648451916646,10.810682076379695,30.58544783115498,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
26,divtd_debounced_hysteresis_trend_1h_adausdt_long_short_lb12_e0p04_x0p01_hold24_3p0x_0p15_91755a51,debounced_momentum_hysteresis,ADAUSDT,1h,long_short,12,0.04,0.01,24,3.0,0.15,0.44999999999999996,0.3964264264808801,0.17496839034705025,0.0,0.23594346540207434,0.060626783394902795,0.0,1.0440094799364132,3.424191730916675,0.0,320,57,0,4406,773,0,2.265703111828184,0.22145803613382986,27.52961295006112,68.21379740625741,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
27,divtd_debounced_hysteresis_trend_1h_xrpusdt_long_short_lb6_e0p02_x0p005_hold12_3p0x_0p15_b19a6bc5,debounced_momentum_hysteresis,XRPUSDT,1h,long_short,6,0.02,0.005,12,3.0,0.15,0.44999999999999996,0.18251058151012067,0.1977147493257958,0.0,0.2207898961439887,0.06641348788914969,0.0,0.6841165266220628,3.613287051250716,0.0,623,128,0,4530,903,0,0.923100487608936,-0.01520416781567513,6.510097432142703,34.32547731350622,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;train_return_0.1825_below_validation_return_0.1977;train_validation_return_ratio_0.9231_below_1.00;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_6.510_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
28,divtd_debounced_hysteresis_trend_1h_dogeusdt_long_short_lb6_e0p04_x0p01_hold6_3p0x_0p15_b347e2c0,debounced_momentum_hysteresis,DOGEUSDT,1h,long_short,6,0.04,0.01,6,3.0,0.15,0.44999999999999996,0.19052763064775546,0.16372916956097905,0.0,0.11676445852738482,0.04819283723500423,0.0,0.8596635550714494,4.961369020682123,0.0,422,57,0,1578,228,0,1.1636755451617657,0.026798461086776415,10.033050587032939,63.832034916561035,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
29,divtd_debounced_hysteresis_trend_2h_ethusdt_long_short_lb6_e0p02_x0p005_hold24_4p0x_0p1_b9e2b7cf,debounced_momentum_hysteresis,ETHUSDT,2h,long_short,6,0.02,0.005,24,4.0,0.1,0.4,0.38264300635874804,0.1692268389991447,-0.07959108090972589,0.13662046378474757,0.07251904933248221,0.12423713093010835,1.3550995377442727,2.624386577520002,-4.145689981619163,240,58,31,3382,816,383,2.2611248228815644,0.21341616735960334,39.85864649570292,72.94260301687271,-64.18635557235959,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-64.186_not_above_10.000
30,divtd_debounced_hysteresis_trend_1h_ethusdt_long_short_lb6_e0p02_x0p005_hold12_3p0x_0p1_fe4dbf27,debounced_momentum_hysteresis,ETHUSDT,1h,long_short,6,0.02,0.005,12,3.0,0.1,0.30000000000000004,0.16946093195940803,0.15325401763869384,0.008980971001084637,0.12201161231010849,0.03099656902390957,0.021474328538019005,0.9997389361610323,3.654060151297575,0.8346040982264745,596,147,55,4319,1023,366,1.1057519702936796,0.016206914320714194,9.47768075835615,34.751477922606306,5.443012727930082,True,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,0,0,train_return_per_turnover_proxy_bps_9.478_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_5.443_not_above_10.000
31,divtd_funding_carry_momentum_6h_adausdt_lb6_5e-05_4p0x_0p1_b04e043a,funding_carry_momentum,ADAUSDT,6h,long_short,6,5e-05,0.0,0,4.0,0.1,0.4,0.25957913079921235,0.15200267908177034,0.0,0.13855575911316242,0.028920609689348065,0.0,1.1468209517342003,4.494940000225196,0.0,190,39,0,479,102,0,1.7077273398554436,0.10757645171744201,34.155148789370045,97.43761479600661,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
32,divtd_debounced_hysteresis_trend_1h_xrpusdt_long_short_lb6_e0p02_x0p005_hold12_4p0x_0p1_f9c18cb7,debounced_momentum_hysteresis,XRPUSDT,1h,long_short,6,0.02,0.005,12,4.0,0.1,0.4,0.166517489662934,0.17481862639317747,0.0,0.19851891458338766,0.0591886862449853,0.0,0.6841165266220625,3.613287051250716,0.0,623,128,0,4530,903,0,0.9525157192828314,-0.008301136730243464,6.682082249716452,34.14426296741747,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;train_return_0.1665_below_validation_return_0.1748;train_validation_return_ratio_0.9525_below_1.00;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_6.682_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
33,divtd_hysteresis_trend_4h_dogeusdt_long_short_lb6_e0p01_x0p0_4p0x_0p15_96d9f90a,stateful_momentum_hysteresis,DOGEUSDT,4h,long_short,6,0.01,0.0,0,4.0,0.15,0.6,0.2618961832386466,0.18358556845752672,0.0,0.3040461247086972,0.1185715476500162,0.0,0.70995283164551,2.3421553687498537,0.0,416,77,0,1836,311,0,1.4265619320684098,0.07831061478111989,10.492635546420138,39.73713602976769,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
34,divtd_debounced_hysteresis_trend_4h_dogeusdt_long_short_lb6_e0p02_x0p005_hold6_3p0x_0p15_50f3e97c,debounced_momentum_hysteresis,DOGEUSDT,4h,long_short,6,0.02,0.005,6,3.0,0.15,0.44999999999999996,0.24408847053638616,0.17076052068037462,0.0,0.22338525761710093,0.08893965308240726,0.0,0.7680499400119241,2.88559916733247,0.0,333,61,0,1714,285,0,1.4294198071301563,0.07332794985601154,16.288853555981724,62.207839956420635,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
35,divtd_debounced_hysteresis_trend_1h_ethusdt_short_only_lb6_e0p02_x0p005_hold24_4p0x_0p1_cb058a5e,debounced_momentum_hysteresis,ETHUSDT,1h,short_only,6,0.02,0.005,24,4.0,0.1,0.4,0.18673429002884911,0.1601518579233796,-0.01584527014735393,0.2018105357968395,0.06144756509487215,0.04200609212709849,0.9317540725017055,3.1975119340137894,-1.1769841912085166,284,68,28,3613,883,351,1.1659826645169935,0.02658243210546951,16.437877643384603,58.87935953065426,-14.147562631566007,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-14.148_not_above_10.000
36,divtd_debounced_hysteresis_trend_1h_xrpusdt_long_short_lb6_e0p02_x0p005_hold24_3p0x_0p1_816fdd0f,debounced_momentum_hysteresis,XRPUSDT,1h,long_short,6,0.02,0.005,24,3.0,0.1,0.30000000000000004,0.21316628605171228,0.1567558174122532,0.0,0.17831912517663984,0.053202951279994526,0.0,0.9743112556678463,4.02118157150122,0.0,426,81,0,5756,1158,0,1.3598620425748207,0.05641046863945909,16.679678094813163,64.50856683631818,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
37,divtd_funding_carry_momentum_4h_dogeusdt_lb6_2e-05_3p0x_0p1_81516246,funding_carry_momentum,DOGEUSDT,4h,long_short,6,2e-05,0.0,0,3.0,0.1,0.30000000000000004,0.34427896953383486,0.14917053067660313,0.0,0.09414907924721239,0.034049172835713626,0.0,1.7551187621792848,5.433300269688919,0.0,362,58,0,795,139,0,2.307955652984975,0.19510843885723173,31.701562572176314,85.73019004402478,,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
38,divtd_debounced_hysteresis_trend_12h_ethusdt_long_short_lb6_e0p02_x0p005_hold24_3p0x_0p15_861a10d8,debounced_momentum_hysteresis,ETHUSDT,12h,long_short,6,0.02,0.005,24,3.0,0.15,0.44999999999999996,0.3414143494135944,0.1830381351286059,-0.06475824113273576,0.24659461887411893,0.12313903289477279,0.11052282644444023,1.0416644217970956,2.459132371729956,-2.3106743470107203,35,10,8,668,166,86,1.8652634827912256,0.1583762142849885,216.7710155006949,406.75141139690203,-179.88400314648823,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,train_trade_event_count_35_below_80;validation_trade_event_count_10_below_30;locked_oos_trade_event_count_8_below_20;validation_mdd_0.1231_above_0.12;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-179.884_not_above_10.000
